SOCCode	Element_ID	Element_Name	average_scale	TOT_EMP	major_occ	annual_earnings	scale_SOCrank	SOCTitle	jobzone	scale_rank
13-2081	1.C.5.a	Dependability	88.000001907	59,640	Business and financial operations	51430		Tax Examiners and Collectors, and Revenue Agents	3	2
13-2081	1.C.5.b	Attention to Detail	88.599996567	59,640	Business and financial operations	51430		Tax Examiners and Collectors, and Revenue Agents	3	2
13-2081	1.C.5.c	Integrity	94.200000763	59,640	Business and financial operations	51430		Tax Examiners and Collectors, and Revenue Agents	3	0
13-2081	1.C.6	Independence	88.999996185	59,640	Business and financial operations	51430		Tax Examiners and Collectors, and Revenue Agents	3	0
13-2081	1.C.7.a	Innovation	75.399999619	59,640	Business and financial operations	51430		Tax Examiners and Collectors, and Revenue Agents	3	1
13-2081	1.C.7.b	Analytical Thinking	87.600002289	59,640	Business and financial operations	51430		Tax Examiners and Collectors, and Revenue Agents	3	0
13-2082	1.C.1.a	Achievement/Effort	81.000003815	72,060	Business and financial operations	36450		Tax Preparers	3	0
13-2082	1.C.1.b	Persistence	75	72,060	Business and financial operations	36450		Tax Preparers	3	2
13-2082	1.C.1.c	Initiative	76.999998093	72,060	Business and financial operations	36450		Tax Preparers	3	3
13-2082	1.C.2.b	Leadership	55.999999046	72,060	Business and financial operations	36450		Tax Preparers	3	3
13-2082	1.C.3.a	Cooperation	75.999999046	72,060	Business and financial operations	36450		Tax Preparers	3	3
13-2082	1.C.3.b	Concern for Others	76.999998093	72,060	Business and financial operations	36450		Tax Preparers	3	1
13-2082	1.C.3.c	Social Orientation	55	72,060	Business and financial operations	36450		Tax Preparers	3	3
13-2082	1.C.4.a	Self Control	75.999999046	72,060	Business and financial operations	36450		Tax Preparers	3	3
13-2082	1.C.4.b	Stress Tolerance	81.000003815	72,060	Business and financial operations	36450		Tax Preparers	3	2
13-2082	1.C.4.c	Adaptability/Flexibility	73.000001907	72,060	Business and financial operations	36450		Tax Preparers	3	3
13-2082	1.C.5.a	Dependability	91.999998093	72,060	Business and financial operations	36450		Tax Preparers	3	1
13-2082	1.C.5.b	Attention to Detail	96.999998093	72,060	Business and financial operations	36450		Tax Preparers	3	0
13-2082	1.C.5.c	Integrity	96.000003815	72,060	Business and financial operations	36450		Tax Preparers	3	0
13-2082	1.C.6	Independence	75	72,060	Business and financial operations	36450		Tax Preparers	3	3
13-2082	1.C.7.a	Innovation	50.999999046	72,060	Business and financial operations	36450		Tax Preparers	3	3
13-2082	1.C.7.b	Analytical Thinking	78.000001907	72,060	Business and financial operations	36450		Tax Preparers	3	1
13-2099	1.C.1.a	Achievement/Effort	82.100000381	127,250	Business and financial operations	66670		Financial Specialists, All Other	4	1
13-2099	1.C.1.b	Persistence	85.900001526	127,250	Business and financial operations	66670		Financial Specialists, All Other	4	0
13-2099	1.C.1.c	Initiative	86.999998093	127,250	Business and financial operations	66670		Financial Specialists, All Other	4	1
13-2099	1.C.2.b	Leadership	78.800001144	127,250	Business and financial operations	66670		Financial Specialists, All Other	4	1
13-2099	1.C.3.a	Cooperation	84.000000954	127,250	Business and financial operations	66670		Financial Specialists, All Other	4	2
13-2099	1.C.3.b	Concern for Others	65.299999714	127,250	Business and financial operations	66670		Financial Specialists, All Other	4	3
13-2099	1.C.3.c	Social Orientation	62.000000477	127,250	Business and financial operations	66670		Financial Specialists, All Other	4	2
13-2099	1.C.4.a	Self Control	83.999998569	127,250	Business and financial operations	66670		Financial Specialists, All Other	4	1
13-2099	1.C.4.b	Stress Tolerance	85.900001526	127,250	Business and financial operations	66670		Financial Specialists, All Other	4	1
13-2099	1.C.4.c	Adaptability/Flexibility	83.800001144	127,250	Business and financial operations	66670		Financial Specialists, All Other	4	1
13-2099	1.C.5.a	Dependability	90.700001717	127,250	Business and financial operations	66670		Financial Specialists, All Other	4	1
13-2099	1.C.5.b	Attention to Detail	94.600000381	127,250	Business and financial operations	66670		Financial Specialists, All Other	4	0
13-2099	1.C.5.c	Integrity	95.700001717	127,250	Business and financial operations	66670		Financial Specialists, All Other	4	0
13-2099	1.C.6	Independence	82.100000381	127,250	Business and financial operations	66670		Financial Specialists, All Other	4	1
13-2099	1.C.7.a	Innovation	76.300001144	127,250	Business and financial operations	66670		Financial Specialists, All Other	4	1
13-2099	1.C.7.b	Analytical Thinking	93.499999046	127,250	Business and financial operations	66670		Financial Specialists, All Other	4	0
15-0000	1.C.1.a	Achievement/Effort	80.264516184	4,005,250	Computer and mathematical	81430	1	Computer and mathematical		
15-0000	1.C.1.b	Persistence	82.612903195	4,005,250	Computer and mathematical	81430	1	Computer and mathematical		
15-0000	1.C.1.c	Initiative	84.316128762	4,005,250	Computer and mathematical	81430	0	Computer and mathematical		
15-0000	1.C.2.b	Leadership	72.470967847	4,005,250	Computer and mathematical	81430	1	Computer and mathematical		
15-0000	1.C.3.a	Cooperation	81.380645229	4,005,250	Computer and mathematical	81430	2	Computer and mathematical		
15-0000	1.C.3.b	Concern for Others	64.245161087	4,005,250	Computer and mathematical	81430	3	Computer and mathematical		
15-0000	1.C.3.c	Social Orientation	58.825806495	4,005,250	Computer and mathematical	81430	3	Computer and mathematical		
15-0000	1.C.4.a	Self Control	72.980644934	4,005,250	Computer and mathematical	81430	3	Computer and mathematical		
15-0000	1.C.4.b	Stress Tolerance	77.322580584	4,005,250	Computer and mathematical	81430	2	Computer and mathematical		
15-0000	1.C.4.c	Adaptability/Flexibility	81.109676669	4,005,250	Computer and mathematical	81430	1	Computer and mathematical		
15-0000	1.C.5.a	Dependability	86.516128202	4,005,250	Computer and mathematical	81430	2	Computer and mathematical		
15-0000	1.C.5.b	Attention to Detail	91.103225831	4,005,250	Computer and mathematical	81430	0	Computer and mathematical		
15-0000	1.C.5.c	Integrity	85.877419595	4,005,250	Computer and mathematical	81430	2	Computer and mathematical		
15-0000	1.C.6	Independence	76.793548369	4,005,250	Computer and mathematical	81430	2	Computer and mathematical		
15-0000	1.C.7.a	Innovation	77.412903078	4,005,250	Computer and mathematical	81430	0	Computer and mathematical		
15-0000	1.C.7.b	Analytical Thinking	90.277418936	4,005,250	Computer and mathematical	81430	0	Computer and mathematical		
15-1111	1.C.1.a	Achievement/Effort	89.799995422	25,510	Computer and mathematical	110620		Computer and Information Research Scientists	5	0
15-1111	1.C.1.b	Persistence	92.600002289	25,510	Computer and mathematical	110620		Computer and Information Research Scientists	5	0
15-1111	1.C.1.c	Initiative	97.399997711	25,510	Computer and mathematical	110620		Computer and Information Research Scientists	5	0
15-1111	1.C.2.b	Leadership	79.400000572	25,510	Computer and mathematical	110620		Computer and Information Research Scientists	5	2
15-1111	1.C.3.a	Cooperation	83.999996185	25,510	Computer and mathematical	110620		Computer and Information Research Scientists	5	2
15-1111	1.C.3.b	Concern for Others	80.399999619	25,510	Computer and mathematical	110620		Computer and Information Research Scientists	5	2
15-1111	1.C.3.c	Social Orientation	68.000001907	25,510	Computer and mathematical	110620		Computer and Information Research Scientists	5	2
15-1111	1.C.4.a	Self Control	74.000000954	25,510	Computer and mathematical	110620		Computer and Information Research Scientists	5	3
15-1111	1.C.4.b	Stress Tolerance	86.000003815	25,510	Computer and mathematical	110620		Computer and Information Research Scientists	5	1
15-1111	1.C.4.c	Adaptability/Flexibility	88.999996185	25,510	Computer and mathematical	110620		Computer and Information Research Scientists	5	0
15-1111	1.C.5.a	Dependability	88.599996567	25,510	Computer and mathematical	110620		Computer and Information Research Scientists	5	2
15-1111	1.C.5.b	Attention to Detail	78.000001907	25,510	Computer and mathematical	110620		Computer and Information Research Scientists	5	3
15-1111	1.C.5.c	Integrity	84.600000381	25,510	Computer and mathematical	110620		Computer and Information Research Scientists	5	3
15-1111	1.C.6	Independence	89.799995422	25,510	Computer and mathematical	110620		Computer and Information Research Scientists	5	0
15-1111	1.C.7.a	Innovation	81.199998856	25,510	Computer and mathematical	110620		Computer and Information Research Scientists	5	1
15-1111	1.C.7.b	Analytical Thinking	82.79999733	25,510	Computer and mathematical	110620		Computer and Information Research Scientists	5	3
15-1121	1.C.1.a	Achievement/Effort	79.200000763	556,660	Computer and mathematical	85800		Computer Systems Analysts	4	2
15-1121	1.C.1.b	Persistence	84.000000954	556,660	Computer and mathematical	85800		Computer Systems Analysts	4	1
15-1121	1.C.1.c	Initiative	84.600000381	556,660	Computer and mathematical	85800		Computer Systems Analysts	4	2
15-1121	1.C.2.b	Leadership	77.000002861	556,660	Computer and mathematical	85800		Computer Systems Analysts	4	2
15-1121	1.C.3.a	Cooperation	89.000000954	556,660	Computer and mathematical	85800		Computer Systems Analysts	4	0
15-1121	1.C.3.b	Concern for Others	75.799999237	556,660	Computer and mathematical	85800		Computer Systems Analysts	4	1
15-1121	1.C.3.c	Social Orientation	70.699999332	556,660	Computer and mathematical	85800		Computer Systems Analysts	4	1
15-1121	1.C.4.a	Self Control	81.29999876	556,660	Computer and mathematical	85800		Computer Systems Analysts	4	1
15-1121	1.C.4.b	Stress Tolerance	84.600000381	556,660	Computer and mathematical	85800		Computer Systems Analysts	4	1
15-1121	1.C.4.c	Adaptability/Flexibility	90	556,660	Computer and mathematical	85800		Computer Systems Analysts	4	0
15-1121	1.C.5.a	Dependability	92.40000248	556,660	Computer and mathematical	85800		Computer Systems Analysts	4	0
15-1121	1.C.5.b	Attention to Detail	94.800000191	556,660	Computer and mathematical	85800		Computer Systems Analysts	4	0
15-1121	1.C.5.c	Integrity	92.300000191	556,660	Computer and mathematical	85800		Computer Systems Analysts	4	1
15-1121	1.C.6	Independence	80.899999142	556,660	Computer and mathematical	85800		Computer Systems Analysts	4	1
15-1121	1.C.7.a	Innovation	83.400001526	556,660	Computer and mathematical	85800		Computer Systems Analysts	4	0
15-1121	1.C.7.b	Analytical Thinking	91.599998474	556,660	Computer and mathematical	85800		Computer Systems Analysts	4	0
15-1122	1.C.1.a	Achievement/Effort	79.800000191	88,880	Computer and mathematical	90120		Information Security Analysts	4	2
15-1122	1.C.1.b	Persistence	85	88,880	Computer and mathematical	90120		Information Security Analysts	4	1
15-1122	1.C.1.c	Initiative	90	88,880	Computer and mathematical	90120		Information Security Analysts	4	0
15-1122	1.C.2.b	Leadership	81.199998856	88,880	Computer and mathematical	90120		Information Security Analysts	4	1
15-1122	1.C.3.a	Cooperation	82.20000267	88,880	Computer and mathematical	90120		Information Security Analysts	4	2
15-1122	1.C.3.b	Concern for Others	63.400001526	88,880	Computer and mathematical	90120		Information Security Analysts	4	3
15-1122	1.C.3.c	Social Orientation	65.799999237	88,880	Computer and mathematical	90120		Information Security Analysts	4	2
15-1122	1.C.4.a	Self Control	83.800001144	88,880	Computer and mathematical	90120		Information Security Analysts	4	1
15-1122	1.C.4.b	Stress Tolerance	90	88,880	Computer and mathematical	90120		Information Security Analysts	4	0
15-1122	1.C.4.c	Adaptability/Flexibility	82.79999733	88,880	Computer and mathematical	90120		Information Security Analysts	4	1
15-1122	1.C.5.a	Dependability	88.599996567	88,880	Computer and mathematical	90120		Information Security Analysts	4	2
15-1122	1.C.5.b	Attention to Detail	86.199998856	88,880	Computer and mathematical	90120		Information Security Analysts	4	3
15-1122	1.C.5.c	Integrity	94.600000381	88,880	Computer and mathematical	90120		Information Security Analysts	4	0
15-1122	1.C.6	Independence	70.399999619	88,880	Computer and mathematical	90120		Information Security Analysts	4	3
15-1122	1.C.7.a	Innovation	70.399999619	88,880	Computer and mathematical	90120		Information Security Analysts	4	2
15-1122	1.C.7.b	Analytical Thinking	91.400003433	88,880	Computer and mathematical	90120		Information Security Analysts	4	0
15-1131	1.C.1.a	Achievement/Effort	81.999998093	289,420	Computer and mathematical	79530		Computer Programmers	4	1
15-1131	1.C.1.b	Persistence	79.000000954	289,420	Computer and mathematical	79530		Computer Programmers	4	2
15-1131	1.C.1.c	Initiative	83.199996948	289,420	Computer and mathematical	79530		Computer Programmers	4	2
15-1131	1.C.2.b	Leadership	73.000001907	289,420	Computer and mathematical	79530		Computer Programmers	4	2
15-1131	1.C.3.a	Cooperation	80.799999237	289,420	Computer and mathematical	79530		Computer Programmers	4	3
15-1131	1.C.3.b	Concern for Others	62.199997902	289,420	Computer and mathematical	79530		Computer Programmers	4	3
15-1131	1.C.3.c	Social Orientation	55.999999046	289,420	Computer and mathematical	79530		Computer Programmers	4	3
15-1131	1.C.4.a	Self Control	71.999998093	289,420	Computer and mathematical	79530		Computer Programmers	4	3
15-1131	1.C.4.b	Stress Tolerance	79.200000763	289,420	Computer and mathematical	79530		Computer Programmers	4	2
15-1131	1.C.4.c	Adaptability/Flexibility	78.800001144	289,420	Computer and mathematical	79530		Computer Programmers	4	2
15-1131	1.C.5.a	Dependability	75	289,420	Computer and mathematical	79530		Computer Programmers	4	3
15-1131	1.C.5.b	Attention to Detail	86.000003815	289,420	Computer and mathematical	79530		Computer Programmers	4	3
